Term ID	Class	Description	Status
012-335	012	Parts of motorcycles, namely, handle bar control levers	A
012-334	012	Parts of motorcycles, namely, handle bars	A
012-333	012	Parts of motorcycles, namely, fork seals	A
012-332	012	Parts of motorcycles, namely, fork dust boots	A
012-331	012	Parts of motorcycles, namely, fork bearings and races	A
012-330	012	Parts of motorcycles, namely, clutch cables	A
012-33	012	Structural parts for trucks	A
012-329	012	Parts of motorcycles, namely, brake cables	A
012-328	012	Parachute packing mats	A
012-327	012	Parachute deployment handles	A
012-326	012	Spokes for bicycle wheels	A
012-324	012	Soft tops for vehicles	A
012-323	012	Sky diving weight vests	A
012-322	012	Umbrellas to be affixed to baby stroller	A
012-32	012	Structural parts for motorcycles	A
012-319	012	Transmission top covers for land vehicles	A
012-318	012	Transmission mounting plates for land vehicles	A
012-317	012	Transmission cases for land vehicles	A
012-316	012	Trailer hitches	A
012-315	012	Tractor trailers	A
012-314	012	Tow bars for vehicles	A
012-313	012	Non-motorized tableware carts	A
012-312	012	Non-motorized food carts	A
012-311	012	Mud flaps for vehicles	A
012-31	012	Structural parts for helicopters	A
012-309	012	Mud flap hold-downs	A
012-308	012	Mud flap holders	A
012-307	012	Mud flap hangers	A
012-306	012	Mud flap brackets as structural parts of vehicles	A
012-305	012	Motorsailers	A
012-304	012	Motorized tailgates for trucks	A
012-302	012	Mobile storage tanks	A
012-301	012	Marine vehicles, namely, run-abouts	A
012-30	012	Structural parts for gliders	A
012-299	012	License plate frames	A
012-298	012	Side shields as structural parts of vehicles	A
012-297	012	Semi-tractor trailers	A
012-296	012	Tire pumps	A
012-295	012	Tire liners	A
012-293	012	T bars for ski lifts	A
012-292	012	Steps for attachment to land vehicles	A
012-291	012	Wheel hubs for {indicate type of land vehicles, e.g., bicycles}	A
012-29	012	Structural parts for buses	A
012-289	012	Water bottle holders for bicycles	A
012-288	012	Vehicle tow bars	A
012-345	012	Personal jet boats	A
011-866	011	Tankless water heaters	A
011-864	011	Gas recycling system comprised primarily of pressure swing adsorption equipment for the recovery, purification and return of gases in industrial applications	A
011-863	011	Electric clothes rack for drying clothing	A
011-862	011	LED (light emitting diodes) lighting fixtures for use in display, commercial, industrial, residential, and architectural accent lighting applications	A
011-861	011	Fireplace hearths	A
011-860	011	Plumbing fittings, namely, fresh water fills for recreational vehicles	A
011-859	011	Crank-powered portable lamp	A
011-858	011	Asphalt hot box reclaimers, namely, insulated boxes for heating and maintaining cold chunked asphalt as a hot mix for re-use	X
011-856	011	Lights for use in illuminating signs and displays	A
011-855	011	Barometric condensers for condensing vapors by contact with liquids	A
011-854	011	Coffee filters not of paper being part of electric coffee makers	A
011-852	011	Portable electric household appliance used to kill bacteria and viruses on food	A
011-851	011	Laundry centers, namely, a clothes dryer combined with a clothes washer	A
011-849	011	Combination ozone sanitizer and electric deodorizing units	A
011-848	011	Component parts of water cooling towers in the nature of wire mesh hangers for securing slat fill	A
011-845	011	Portable battery-operated lights that can be placed on surfaces where other light sources are unavailable	X
011-843	011	Child safe protective covers for bathtub spouts	A
011-842	011	LED and HID light fixtures	A
011-841	011	Infrared illuminators	A
011-840	011	Refrigerated medical container for storage, transportation and cooling of medicines and pharmaceuticals	A
011-839	011	Ironing tables that generate steam for ironing	A
011-838	011	Process chillers that provide temperature controlled fluid to various applications in the analytical, semiconductor, laser, plastics and packaging markets	A
011-837	011	Lighting fixtures for use in parking lots and walkways	A
011-836	011	Separators for the cleaning and purification of liquids	A
011-835	011	Apparatus for the exchange of substances and heat for use in the production of steam, for use in cooking and for use in refrigeration	A
011-834	011	De-icing unit for outdoor water fountains comprising a perforated cap that sprays water around the fountain to prevent ice from forming	A
011-831	011	Bed warmers	A
011-829	011	Shower bases	A
011-827	011	Carrying cases specially adapted for DJ lighting gear and electric lights	A
011-826	011	Equipment for treating groundwater and soil comprising distribution lines, distribution manifolds, drop tubes, well seals and blowers	A
011-825	011	Ceramic stoves	A
011-824	011	Solar thermal installations, namely, solar thermal modules	A
012-742	012	Mechanically assisted self-contained insert dump units installed in pick up trucks	A
012-741	012	Three-wheeled motor vehicles	A
012-740	012	Apparatus for locomotion by air and space, namely, airborne platforms for serving spacecrafts and conducting space applications, and structural parts and structural fittings for all of the aforementioned goods	A
012-739	012	Vehicle hood and fender louvers and vents	A
012-738	012	Automobile holders for MP3 players that are affixed or specially adapted to the automobile	A
012-737	012	Fitted bicycle covers	A
012-736	012	Motorcycle trike conversion kits for converting a two-wheeled motorcycle into a three-wheeled motorcycle	X
012-221	012	Airplane parts, namely, landing gear	A
012-220	012	Airplane parts, namely, fuselages	A
012-22	012	Windshield wiper blades	A
012-218	012	Aerodynamic wings for airplanes	A
012-217	012	Disc brake pads for vehicles	A
012-215	012	Cup holders for use in vehicles	A
012-214	012	Land vehicle transmissions and replacement parts thereof	A
012-213	012	Belts for land vehicle transmissions	A
012-212	012	Rub rails for marine vessels	A
012-209	012	Suspension systems for {specify type of vehicle, e.g. bicycles, automobiles}	M
007-4019	007	Vehicle dip sticks	M
012-201	012	Thrusters for vehicles	A
012-200	012	Vehicle propellers	A
012-2	012	Pickup truck caps	A
012-199	012	Wheel covers [for vehicles]	A
012-198	012	Wheel rims [for vehicles]	A
012-197	012	Steering wheel locks	A
012-195	012	License plate holders	A
012-192	012	Wheelchair pads	A
012-190	012	Fan belts (Land vehicle parts, namely)	D
012-19	012	Wheel bearings for land vehicles	A
012-189	012	Connecting rods for land vehicles other than parts of motors and engines	A
012-187	012	Pumps for land vehicle engines (Water)	D
012-186	012	Water pumps for land vehicle engines	D
012-185	012	Oil pumps for land vehicle engines	D
012-183	012	Mufflers (Land vehicle parts, namely)	D
012-182	012	Glass windows for vehicles [finished goods]	A
012-181	012	Pumps for land vehicle engines (Oil)	D
012-176	012	Carts for garden hoses	A
012-174	012	Cargo trailers	A
012-169	012	Buses and structural parts therefor	A
012-167	012	Burglar alarms for vehicles	A
012-166	012	Brakes for land vehicles	A
012-163	012	Brake hardware for vehicles	A
012-162	012	Brake cylinder repair kits, sold as a unit for land vehicles	A
012-160	012	Boats and structural parts therefor	A
012-156	012	Bicycle saddle covers	A
012-155	012	Bicycle racks for vehicles	A
012-151	012	Bicycle parts, namely, {indicate specific parts, e.g., brakes, chains, handle bars}	A
012-15	012	Sailplanes	A
012-144	012	Axle boot kits for use with land vehicles	A
012-143	012	Axle bearings for land vehicles	A
012-142	012	Automobiles and structural parts therefor	A
012-14	012	Sailboats	A
011-758	011	Plumbing fittings, namely, sink strainers	A
011-757	011	Plumbing fittings, namely, cocks	A
011-755	011	Lights for vehicles	A
011-754	011	Air conditioners for vehicles	A
011-751	011	Toilets	A
011-750	011	Refrigerated shipping containers	A
011-749	011	Barbecue grills	A
011-748	011	Aquarium lights	A
011-747	011	Aquarium heaters	A
011-746	011	Personal cooling system comprising tubing, a coolant source and temperature controls that may be incorporated into a garment	A
011-745	011	Lighting fixtures that integrate natural daylight and fluorescent lighting into the fixture	A
011-743	011	Toilets for cats that are connected to household plumbing systems	A
011-742	011	Components for air conditioning and cooling systems, namely, evaporative air coolers	A
011-741	011	Electrical induction heating apparatus for heating metal workpieces	A
011-739	011	Spa surrounds	A
011-738	011	Jet nozzles for bathtubs	A
011-737	011	Humidity control device, namely, a portable container containing a moisture-sensitive silica co-polymer that absorbs or releases moisture to maintain relative humidity in a particular range	A
011-736	011	Shower control fittings, namely, escutcheons	A
011-735	011	Chimineas	A
011-733	011	Peltier cooling and heating apparatus	A
011-732	011	Thickening and dewatering machines for use in treatment of liquids including water, industrial effluent and sewage	A
011-731	011	Landscape lighting installations	A
011-73	011	Furnaces	A
011-729	011	Solar heat collection panels	M
011-728	011	Spouts for affixing on walls for baths, basins, bidets	M
011-727	011	Electric tea kettles	A
011-726	011	Outdoor lighting, namely, paver lights	A
011-725	011	Gas patio heaters	A
011-724	011	Electric tea pots	A
011-723	011	Flushometer valves	A
011-722	011	Flushometers	A
011-720	011	Chemically-activated heating packs for providing warmth to the body not for medical purposes	A
011-72	011	Furnace boilers	A
011-719	011	Chemically-activated cold packs for cooling the body and not for medical purposes	A
011-718	011	Misting systems for outdoor cooling	A
011-717	011	Electric patio heaters	A
011-716	011	Water filtration pitchers sold empty	A
011-715	011	Lighting fixtures for use in parking decks and garages	A
011-771	011	Electric yogurt makers	A
011-770	011	Exhaust hoods for kitchens	A
011-77	011	Gas stoves	A
011-768	011	Electric blankets not for medical purposes	A
011-765	011	Electric fans	A
011-764	011	Electric deep fryers	A
011-763	011	Electric coffee percolators	A
011-760	011	Plumbing fittings, namely, valves	A
011-76	011	Gas scrubbers	A
011-254	011	Plumbing fittings, namely, spouts	A
011-253	011	Plumbing fittings, namely, faucet filters	A
011-252	011	Plumbing fittings, namely, drains	A
011-251	011	Plumbing fittings, namely, aerators for faucets	A
011-250	011	Plumbing fittings, namely, couplers	A
011-249	011	Plumbing fittings, namely, tub control valves	A
011-248	011	Plumbing fittings, namely, shower control valves	A
011-246	011	Ozone sanitizers for air and water	A
011-245	011	Oxygen generator for processing water by increasing oxygen content in the water	A
011-243	011	Metal reclaimer, namely, a foundry crucible for reclaiming metal from dross during processing	A
011-242	011	Metal cylindrical chamber and screen for use in filtering and removing settleable solids from liquid	A
011-241	011	Lighting tracks	A
011-240	011	Light reflectors	A
011-24	011	Facial saunas	A
011-239	011	Light panels for vehicles, namely, {specify type of vehicles}	A
011-237	011	Light bars for vehicles, namely, {specify type of vehicles}	A
011-236	011	Lavatory seats	A
011-235	011	Lavatory bowls	A
011-234	011	Laser light projectors	A
